Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation,Match Winner,Total Goals
1970,1970-06-06, 16:00 ,Group 3,Jalisco,Guadalajara ,Mexico,Romania,2,1,Czechoslovakia, ,Romania,3
1970,1970-06-06, 16:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,Russia,4,1,Belgium, ,Russia,5
1970,1970-06-07, 12:00 ,Group 2,Luis Dosal,Toluca ,Mexico,Sweden,1,1,Israel, ,Draw,2
1970,1970-06-07, 12:00 ,Group 4,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Germany,5,2,Bulgaria, ,Germany,7
1970,1970-06-07, 12:00 ,Group 3,Jalisco,Guadalajara ,Mexico,Brazil,1,0,England, ,Brazil,1
1970,1970-06-07, 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,Mexico,4,0,El Salvador, ,Mexico,4
1970,1970-06-10, 16:00 ,Group 2,Cuauhtemoc,Puebla ,Mexico,Sweden,1,0,Uruguay, ,Sweden,1
1970,1970-06-10, 16:00 ,Group 4,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Germany,3,1,Peru, ,Germany,4
1970,1970-06-10, 16:00 ,Group 3,Jalisco,Guadalajara ,Mexico,Brazil,3,2,Romania, ,Brazil,5
1970,1970-06-10, 16:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,Russia,2,0,El Salvador, ,Russia,2
1970,1970-06-11, 16:00 ,Group 2,Luis Dosal,Toluca ,Mexico,Italy,0,0,Israel, ,Draw,0
1970,1970-06-11, 16:00 ,Group 4,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Bulgaria,1,1,Morocco, ,Draw,2
1970,1970-06-11, 16:00 ,Group 3,Jalisco,Guadalajara ,Mexico,England,1,0,Czechoslovakia, ,England,1
1970,1970-06-11, 16:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,Mexico,1,0,Belgium, ,Mexico,1
1970,1970-06-14, 12:00 ,Quarter-finals,Luis Dosal,Toluca ,Mexico,Italy,4,1,Mexico, ,Italy,5
1970,1970-06-14, 12:00 ,Quarter-finals,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Germany,3,2,England,Germany FR win after extra time ,Germany,5
1970,1970-06-14, 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Mexico,Brazil,4,2,Peru, ,Brazil,6
1970,1970-06-14, 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Mexico,Uruguay,1,0,Russia,Uruguay win after extra time ,Uruguay,1
1970,1970-06-17, 16:00 ,Semi-finals,Jalisco,Guadalajara ,Mexico,Brazil,3,1,Uruguay, ,Brazil,4
1970,1970-06-17, 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Mexico,Italy,4,3,Germany,Italy win after extra time ,Italy,7
1970,1970-06-20, 16:00 ,Match for third place,Estadio Azteca,Mexico City ,Mexico,Germany,1,0,Uruguay, ,Germany,1
1970,1970-06-21, 12:00 ,Final,Estadio Azteca,Mexico City ,Mexico,Brazil,4,1,Italy, ,Brazil,5
1974,1974-06-13, 17:00 ,Group 2,Waldstadion,Frankfurt/Main ,Germany,Brazil,0,0,Yugoslavia, ,Draw,0
1974,1974-06-14, 16:00 ,Group 1,Olympiastadion,Berlin West ,Germany,Germany,1,0,Chile, ,Germany,1
1974,1974-06-14, 19:30 ,Group 1,Volksparkstadion,Hamburg ,Germany,German DR,2,0,Australia, ,German DR,2
1974,1974-06-14, 19:30 ,Group 2,Westfalenstadion,Dortmund ,Germany,Zaire,0,2,Scotland, ,Scotland,2
1974,1974-06-15, 16:00 ,Group 3,Niedersachsenstadion,Hanover ,Germany,Uruguay,0,2,Netherlands, ,Netherlands,2
1974,1974-06-15, 16:00 ,Group 3,Rheinstadion,Dï¿½Sseldorf ,Germany,Sweden,0,0,Bulgaria, ,Draw,0
1974,1974-06-15, 18:00 ,Group 4,Olympiastadion,Munich ,Germany,Italy,3,1,Haiti, ,Italy,4
1974,1974-06-15, 18:00 ,Group 4,Neckarstadion,Stuttgart ,Germany,Poland,3,2,Argentina, ,Poland,5
1974,1974-06-18, 16:00 ,Group 1,Volksparkstadion,Hamburg ,Germany,Australia,0,3,Germany, ,Germany,3
1974,1974-06-18, 19:30 ,Group 2,Waldstadion,Frankfurt/Main ,Germany,Scotland,0,0,Brazil, ,Draw,0
1974,1974-06-18, 19:30 ,Group 1,Olympiastadion,Berlin West ,Germany,Chile,1,1,German DR, ,Draw,2
1974,1974-06-18, 19:30 ,Group 2,Parkstadion,Gelsenkirchen ,Germany,Yugoslavia,9,0,Zaire, ,Yugoslavia,9
1974,1974-06-19, 19:30 ,Group 3,Westfalenstadion,Dortmund ,Germany,Netherlands,0,0,Sweden, ,Draw,0
1974,1974-06-19, 19:30 ,Group 3,Niedersachsenstadion,Hanover ,Germany,Bulgaria,1,1,Uruguay, ,Draw,2
1974,1974-06-19, 19:30 ,Group 4,Olympiastadion,Munich ,Germany,Haiti,0,7,Poland, ,Poland,7
1974,1974-06-19, 19:30 ,Group 4,Neckarstadion,Stuttgart ,Germany,Argentina,1,1,Italy, ,Draw,2
1974,1974-06-22, 16:00 ,Group 2,Waldstadion,Frankfurt/Main ,Germany,Scotland,1,1,Yugoslavia, ,Draw,2
1974,1974-06-22, 16:00 ,Group 1,Olympiastadion,Berlin West ,Germany,Australia,0,0,Chile, ,Draw,0
1974,1974-06-22, 16:00 ,Group 2,Parkstadion,Gelsenkirchen ,Germany,Zaire,0,3,Brazil, ,Brazil,3
1974,1974-06-22, 19:30 ,Group 1,Volksparkstadion,Hamburg ,Germany,German DR,1,0,Germany, ,German DR,1
1974,1974-06-23, 16:00 ,Group 3,Westfalenstadion,Dortmund ,Germany,Bulgaria,1,4,Netherlands, ,Netherlands,5
1974,1974-06-23, 16:00 ,Group 4,Olympiastadion,Munich ,Germany,Argentina,4,1,Haiti, ,Argentina,5
1974,1974-06-23, 16:00 ,Group 3,Rheinstadion,Dï¿½Sseldorf ,Germany,Sweden,3,0,Uruguay, ,Sweden,3
1974,1974-06-23, 16:00 ,Group 4,Neckarstadion,Stuttgart ,Germany,Poland,2,1,Italy, ,Poland,3
1974,1974-06-26, 16:00 ,Group B,Rheinstadion,Dï¿½Sseldorf ,Germany,Yugoslavia,0,2,Germany, ,Germany,2
1974,1974-06-26, 19:30 ,Group A,Niedersachsenstadion,Hanover ,Germany,Brazil,1,0,German DR, ,Brazil,1
1974,1974-06-26, 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Germany,Netherlands,4,0,Argentina, ,Netherlands,4
1974,1974-06-26, 19:30 ,Group B,Neckarstadion,Stuttgart ,Germany,Sweden,0,1,Poland, ,Poland,1
1974,1974-06-30, 16:00 ,Group A,Niedersachsenstadion,Hanover ,Germany,Argentina,1,2,Brazil, ,Brazil,3
1974,1974-06-30, 16:00 ,Group B,Waldstadion,Frankfurt/Main ,Germany,Poland,2,1,Yugoslavia, ,Poland,3
1974,1974-06-30, 16:00 ,Group A,Parkstadion,Gelsenkirchen ,Germany,German DR,0,2,Netherlands, ,Netherlands,2
1974,1974-06-30, 19:30 ,Group B,Rheinstadion,Dï¿½Sseldorf ,Germany,Germany,4,2,Sweden, ,Germany,6
1974,1974-07-03, 17:00 ,Group B,Waldstadion,Frankfurt/Main ,Germany,Poland,0,1,Germany, ,Germany,1
1974,1974-07-03, 19:30 ,Group A,Westfalenstadion,Dortmund ,Germany,Netherlands,2,0,Brazil, ,Netherlands,2
1974,1974-07-03, 19:30 ,Group A,Parkstadion,Gelsenkirchen ,Germany,Argentina,1,1,German DR, ,Draw,2
1974,1974-07-03, 19:30 ,Group B,Rheinstadion,Dï¿½Sseldorf ,Germany,Sweden,2,1,Yugoslavia, ,Sweden,3
1974,1974-07-06, 16:00 ,Match for third place,Olympiastadion,Munich ,Germany,Brazil,0,1,Poland, ,Poland,1
1974,1974-07-07, 16:00 ,Final,Olympiastadion,Munich ,Germany,Netherlands,1,2,Germany, ,Germany,3
1978,1978-06-01, 15:00 ,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Germany,0,0,Poland, ,Draw,0
1978,1978-06-02, 13:45 ,Group 1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Italy,2,1,France, ,Italy,3
1978,1978-06-02, 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Tunisia,3,1,Mexico, ,Tunisia,4
1978,1978-06-02, 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Argentina,2,1,Hungary, ,Argentina,3
1978,1978-06-03, 13:45 ,Group 3,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Sweden,1,1,Brazil, ,Draw,2
1978,1978-06-03, 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Argentina,Austria,2,1,Spain, ,Austria,3
1978,1978-06-03, 16:45 ,Group 4,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Peru,3,1,Scotland, ,Peru,4
1978,1978-06-03, 16:45 ,Group 4,San Martin,Mendoza ,Argentina,Netherlands,3,0,IR Iran, ,Netherlands,3
1978,1978-06-06, 13:45 ,Group 1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Italy,3,1,Hungary, ,Italy,4
1978,1978-06-06, 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Poland,1,0,Tunisia, ,Poland,1
1978,1978-06-06, 16:45 ,Group 2,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany,6,0,Mexico, ,Germany,6
1978,1978-06-06, 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Argentina,2,1,France, ,Argentina,3
1978,1978-06-07, 13:45 ,Group 3,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Brazil,0,0,Spain, ,Draw,0
1978,1978-06-07, 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Argentina,Austria,1,0,Sweden, ,Austria,1
1978,1978-06-07, 16:45 ,Group 4,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Scotland,1,1,IR Iran, ,Draw,2
1978,1978-06-07, 16:45 ,Group 4,San Martin,Mendoza ,Argentina,Netherlands,0,0,Peru, ,Draw,0
1978,1978-06-10, 15:10 ,Group 1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,France,3,1,Hungary, ,France,4
1978,1978-06-10, 16:45 ,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Poland,3,1,Mexico, ,Poland,4
1978,1978-06-10, 16:45 ,Group 2,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany,0,0,Tunisia, ,Draw,0
1978,1978-06-10, 19:15 ,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Italy,1,0,Argentina, ,Italy,1
1978,1978-06-11, 13:45 ,Group 3,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Brazil,1,0,Austria, ,Brazil,1
1978,1978-06-11, 13:45 ,Group 3,Jose Amalfitani,Buenos Aires ,Argentina,Spain,1,0,Sweden, ,Spain,1
1978,1978-06-11, 16:45 ,Group 4,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Peru,4,1,Iran, ,Peru,5
1978,1978-06-11, 16:45 ,Group 4,San Martin,Mendoza ,Argentina,Scotland,3,2,Netherlands, ,Scotland,5
1978,1978-06-14, 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Germany,0,0,Italy, ,Draw,0
1978,1978-06-14, 13:45 ,Group A,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Netherlands,5,1,Austria, ,Netherlands,6
1978,1978-06-14, 16:45 ,Group B,San Martin,Mendoza ,Argentina,Brazil,3,0,Peru, ,Brazil,3
1978,1978-06-14, 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Argentina,2,0,Poland, ,Argentina,2
1978,1978-06-18, 13:45 ,Group B,San Martin,Mendoza ,Argentina,Poland,1,0,Peru, ,Poland,1
1978,1978-06-18, 16:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Italy,1,0,Austria, ,Italy,1
1978,1978-06-18, 16:45 ,Group A,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany,2,2,Netherlands, ,Draw,4
1978,1978-06-18, 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Argentina,0,0,Brazil, ,Draw,0
1978,1978-06-21, 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Netherlands,2,1,Italy, ,Netherlands,3
1978,1978-06-21, 13:45 ,Group A,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Austria,3,2,Germany, ,Austria,5
1978,1978-06-21, 16:45 ,Group B,San Martin,Mendoza ,Argentina,Brazil,3,1,Poland, ,Brazil,4
1978,1978-06-21, 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Argentina,6,0,Peru, ,Argentina,6
1978,1978-06-24, 15:00 ,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Brazil,2,1,Italy, ,Brazil,3
1978,1978-06-25, 15:00 ,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Argentina,3,1,Netherlands,Argentina win after extra time ,Argentina,4
1982,1982-06-13, 20:00 ,Group 3,Camp Nou,Barcelona ,Spain,Argentina,0,1,Belgium, ,Belgium,1
1982,1982-06-14, 17:15 ,Group 1,Estadio Municipal de Balaï¿½dos,Vigo ,Spain,Italy,0,0,Poland, ,Draw,0
1982,1982-06-14, 21:00 ,Group 6,Ramon Sanchez Pizjuan,Seville ,Spain,Brazil,2,1,Russia, ,Brazil,3
1982,1982-06-15, 17:15 ,Group 1,Riazor,La Coruï¿½A ,Spain,Peru,0,0,Cameroon, ,Draw,0
1982,1982-06-15, 21:00 ,Group 3,Nuevo Estadio,Elche ,Spain,Hungary,10,1,El Salvador, ,Hungary,11
1982,1982-06-15, 21:00 ,Group 6,La Rosaleda,Malaga ,Spain,Scotland,5,2,New Zealand, ,Scotland,7
1982,1982-06-16, 17:15 ,Group 2,El Molinon,Gijon ,Spain,Germany,1,2,Algeria, ,Algeria,3
1982,1982-06-16, 17:15 ,Group 4,San Mames,Bilbao ,Spain,England,3,1,France, ,England,4
1982,1982-06-16, 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,Spain,1,1,Honduras, ,Draw,2
1982,1982-06-17, 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Spain,Chile,0,1,Austria, ,Austria,1
1982,1982-06-17, 17:45 ,Group 4,Jose Zorrilla,Valladolid ,Spain,Czechoslovakia,1,1,Kuwait, ,Draw,2
1982,1982-06-17, 21:00 ,Group 5,La Romareda,Zaragoza ,Spain,Yugoslavia,0,0,Northern Ireland, ,Draw,0
1982,1982-06-18, 17:15 ,Group 1,Estadio Municipal de Balaï¿½dos,Vigo ,Spain,Italy,1,1,Peru, ,Draw,2
1982,1982-06-18, 21:00 ,Group 3,Jose Rico Perez,Alicante ,Spain,Argentina,4,1,Hungary, ,Argentina,5
1982,1982-06-18, 21:00 ,Group 6,Benito Villamarin,Seville ,Spain,Brazil,4,1,Scotland, ,Brazil,5
1982,1982-06-19, 19:15 ,Group 1,Riazor,La Coruï¿½A ,Spain,Poland,0,0,Cameroon, ,Draw,0
1982,1982-06-19, 21:00 ,Group 3,Nuevo Estadio,Elche ,Spain,Belgium,1,0,El Salvador, ,Belgium,1
1982,1982-06-19, 21:00 ,Group 6,La Rosaleda,Malaga ,Spain,Russia,3,0,New Zealand, ,Russia,3
1982,1982-06-20, 17:15 ,Group 2,El Molinon,Gijon ,Spain,Germany,4,1,Chile, ,Germany,5
1982,1982-06-20, 17:15 ,Group 4,San Mames,Bilbao ,Spain,England,2,0,Czechoslovakia, ,England,2
1982,1982-06-20, 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,Spain,2,1,Yugoslavia, ,Spain,3
1982,1982-06-21, 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Spain,Algeria,0,2,Austria, ,Austria,2
1982,1982-06-21, 17:15 ,Group 4,Jose Zorrilla,Valladolid ,Spain,France,4,1,Kuwait, ,France,5
1982,1982-06-21, 21:00 ,Group 5,La Romareda,Zaragoza ,Spain,Honduras,1,1,Northern Ireland, ,Draw,2
1982,1982-06-22, 17:15 ,Group 1,Riazor,La Coruï¿½A ,Spain,Poland,5,1,Peru, ,Poland,6
1982,1982-06-22, 21:00 ,Group 3,Nuevo Estadio,Elche ,Spain,Belgium,1,1,Hungary, ,Draw,2
1982,1982-06-22, 21:00 ,Group 6,La Rosaleda,Malaga ,Spain,Russia,2,2,Scotland, ,Draw,4
1982,1982-06-23, 17:15 ,Group 1,Estadio Municipal de Balaï¿½dos,Vigo ,Spain,Italy,1,1,Cameroon, ,Draw,2
1982,1982-06-23, 21:00 ,Group 3,Jose Rico Perez,Alicante ,Spain,Argentina,2,0,El Salvador, ,Argentina,2
1982,1982-06-23, 21:00 ,Group 6,Benito Villamarin,Seville ,Spain,Brazil,4,0,New Zealand, ,Brazil,4
1982,1982-06-24, 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Spain,Algeria,3,2,Chile, ,Algeria,5
1982,1982-06-24, 17:15 ,Group 4,Jose Zorrilla,Valladolid ,Spain,France,1,1,Czechoslovakia, ,Draw,2
1982,1982-06-24, 21:00 ,Group 5,La Romareda,Zaragoza ,Spain,Honduras,0,1,Yugoslavia, ,Yugoslavia,1
1982,1982-06-25, 17:15 ,Group 2,El Molinon,Gijon ,Spain,Germany,1,0,Austria, ,Germany,1
1982,1982-06-25, 17:15 ,Group 4,San Mames,Bilbao ,Spain,England,1,0,Kuwait, ,England,1
1982,1982-06-25, 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,Northern Ireland,1,0,Spain, ,Northern Ireland,1
1982,1982-06-28, 17:15 ,Group 4,Vicente Calderon,Madrid ,Spain,Austria,0,1,France, ,France,1
1982,1982-06-28, 21:00 ,Group 1,Camp Nou,Barcelona ,Spain,Poland,3,0,Belgium, ,Poland,3
1982,1982-06-29, 17:15 ,Group 3,Sarria,Barcelona ,Spain,Italy,2,1,Argentina, ,Italy,3
1982,1982-06-29, 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Spain,Germany,0,0,England, ,Draw,0
1982,1982-07-01, 17:15 ,Group 4,Vicente Calderon,Madrid ,Spain,Austria,2,2,Northern Ireland, ,Draw,4
